,address
13369,"4634, San Benito Street, San Bernardino, San Bernardino County, California, 92407, United States"
13377,"1673, Cabrera Avenue, San Bernardino, San Bernardino County, California, 92411, United States"
13378,"1538, West 11th Street, San Bernardino, San Bernardino County, California, 92411, United States"
13389,"529, North Macy Street, San Bernardino, San Bernardino County, California, 92410, United States"
13390,"2728, Saint Elmo Drive, San Bernardino, San Bernardino County, California, 92376, United States"
13396,"17898, Windsor Avenue, San Bernardino County, California, 92407, United States"
13399,"369, West 46th Street, San Bernardino, San Bernardino County, California, 92407, United States"
13400,"Crescent Street, San Bernardino, San Bernardino County, California, 92405, United States"
13402,"1150, 45th Street, San Bernardino, San Bernardino County, California, 92407, United States"
13403,"1462, Sheridan Road, University Village, San Bernardino, San Bernardino County, California, 92407, United States"
13404,"Crescent Street, San Bernardino, San Bernardino County, California, 92405, United States"
13405,"Badger Canyon Road, San Bernardino, San Bernardino County, California, United States"
13406,"2281, Sheridan Road, San Bernardino, San Bernardino County, California, 92407, United States"
13408,"1664, Morgan Road, San Bernardino, San Bernardino County, California, 92407, United States"
13411,"E J Marshall Elementary School, West 33rd Street, Arrowhead, San Bernardino, San Bernardino County, California, 92405, United States"
13415,"2615, Davidson Avenue, San Bernardino, San Bernardino County, California, 92405, United States"
13417,"Sierra Vista Lane, San Bernardino, San Bernardino County, California, 92405, United States"
13418,"E J Marshall Elementary School, West 33rd Street, Arrowhead, San Bernardino, San Bernardino County, California, 92405, United States"
13419,"1671, North Davidson Avenue, San Bernardino, San Bernardino County, California, 92411, United States"
13423,"1671, North Davidson Avenue, San Bernardino, San Bernardino County, California, 92411, United States"
13424,"San Bernardino Greyhound Bus Station, West 6th Street, San Bernardino, San Bernardino County, California, 92401, United States"
13431,"1500, West Belleview Street, San Bernardino, San Bernardino County, California, 92410, United States"
13435,"3784, North San Gabriel Street, San Bernardino, San Bernardino County, California, 92404, United States"
13437,"253, East Edgemont Drive, Arrowhead, San Bernardino, San Bernardino County, California, 92404, United States"
13443,"2636, North Belle Street, Valencia, San Bernardino, San Bernardino County, California, 92404, United States"
13444,"Holy Rosary Academy, North Arrowhead Avenue, Arrowhead, San Bernardino, San Bernardino County, California, 92405, United States"
13459,"759, West Orange Street, San Bernardino, San Bernardino County, California, 92410, United States"
13463,"759, West Orange Street, San Bernardino, San Bernardino County, California, 92410, United States"
13470,"761, West Rialto Avenue, San Bernardino, San Bernardino County, California, 92410, United States"
13474,"1669, East Echo Drive, San Bernardino, San Bernardino County, California, 92404, United States"
13475,"25424, Edgemont Drive, Del Rosa, San Bernardino County, California, 92404, United States"
13476,"3221, Garden Drive, San Bernardino County, California, 92404, United States"
13477,"1200, East 38th Street, San Bernardino County, California, 92404, United States"
13482,"2637, La Veta Street, San Bernardino, San Bernardino County, California, 92404, United States"
13483,"2637, La Veta Street, San Bernardino, San Bernardino County, California, 92404, United States"
13484,"834, East Marshall Boulevard, Valencia, San Bernardino, San Bernardino County, California, 92404, United States"
13485,"6835, Del Rosa Avenue, San Bernardino, San Bernardino County, California, 92404, United States"
13486,"6835, Del Rosa Avenue, San Bernardino, San Bernardino County, California, 92404, United States"
13490,"San Bernardino, San Bernardino County, California, 92404, United States"
13491,"San Bernardino, San Bernardino County, California, 92404, United States"
13494,"Sterling Natural Resource Center, Del Rosa Drive, North Norton, Highland, San Bernardino County, California, 92404, United States"
13501,"1842, North Michigan Street, Colton, San Bernardino County, California, 92324, United States"
13502,"Colton Junior High School, North Topaz Court, Colton, San Bernardino County, California, 92410-2143, United States"
13503,"Colton Junior High School, North Topaz Court, Colton, San Bernardino County, California, 92410-2143, United States"
13506,"West Stevenson Street, Colton, San Bernardino County, California, 92410-2143, United States"
13511,"1282, North La Cadena Drive, Colton, San Bernardino County, California, 92324, United States"
13513,"438, N Street, Colton, San Bernardino County, California, 92324, United States"
13516,"431, West Birch Street, Colton, San Bernardino County, California, 92324, United States"
13527,"22669, Eton Drive, Grand Terrace, San Bernardino County, California, 92313, United States"
13530,"East Cooley Drive, Colton, San Bernardino County, California, 92354, United States"
13531,"2298, South Sunset Drive, San Bernardino, San Bernardino County, California, 92408, United States"
13532,"12870, Fremontia Avenue, Grand Terrace, San Bernardino County, California, 92313, United States"
13533,"394, De Berry Street, Colton, San Bernardino County, California, 92324, United States"
13535,"Terrace Hills Junior High School, De Berry Street, Grand Terrace, San Bernardino County, California, 92313, United States"
13536,"Terrace Hills Junior High School, De Berry Street, Grand Terrace, San Bernardino County, California, 92313, United States"
13537,"22671, Robin Way, Grand Terrace, San Bernardino County, California, 92313, United States"
13550,"25952, Kellogg Street, Loma Linda, San Bernardino County, California, 92354, United States"
13552,"25851, Lomas Verdes Street, Redlands, San Bernardino County, California, 92373, United States"
13553,"San Manuel Indian Bingo and Casino, Yuma Drive, San Bernardino, San Bernardino County, California, 92369, United States"
13556,"25866, Marshall Boulevard, Del Rosa, San Bernardino, San Bernardino County, California, 92404, United States"
13557,"25866, Marshall Boulevard, Del Rosa, San Bernardino, San Bernardino County, California, 92404, United States"
13558,"2525, Baldridge Canyon Drive, Amber Hills, San Bernardino, San Bernardino County, California, 92346, United States"
13559,"San Bernardino, San Bernardino County, California, 92369, United States"
13560,"North Mountain Top Drive, San Bernardino, San Bernardino County, California, 92369, United States"
13562,"2712, North Seine Avenue, San Bernardino, San Bernardino County, California, 92346, United States"
13564,"6898, North Guthrie Street, San Bernardino, San Bernardino County, California, 92404, United States"
13569,"26798, Bruce Street, Harlem Springs, Highland, San Bernardino County, California, 92346, United States"
13570,"27242, Nona Avenue, Highland, San Bernardino County, California, 92346, United States"
13578,"27240, 11th Street, Highland, San Bernardino County, California, 92346, United States"
13579,"Palm Avenue, Highland, San Bernardino County, California, 92346, United States"
13580,"Palm Avenue, Highland, San Bernardino County, California, 92346, United States"
13581,"Highland, San Bernardino County, California, United States"
13586,"29037, Shadow Creek Lane, Highland, San Bernardino County, California, 92346, United States"
13587,"226, Mulvihill Avenue, Redlands, San Bernardino County, California, 92374, United States"
13589,"701, Baldwin Avenue, Redlands, San Bernardino County, California, 92374, United States"
13590,"1258, East Lugonia Avenue, Lugonia Homes, Redlands, San Bernardino County, California, 92374, United States"
13601,"638, Chestnut Avenue, Smiley Heights, Redlands, San Bernardino County, California, 92373, United States"
13606,"1440, Fulbright Avenue, Redlands, San Bernardino County, California, 92373, United States"
13607,"1440, Fulbright Avenue, Redlands, San Bernardino County, California, 92373, United States"
13612,"1234, Monte Vista Drive, Smiley Heights, Redlands, San Bernardino County, California, 92373, United States"
13616,"950, Frontier Avenue, Redlands, San Bernardino County, California, 92374, United States"
13617,"1544, East Lugonia Avenue, Redlands, San Bernardino County, California, 92374, United States"
13618,"East Valley Pet Hospital, East Lugonia Avenue, Redlands, San Bernardino County, California, 92359, United States"
13623,"I 10, Redlands, San Bernardino County, California, 92374, United States"
13624,"698, Lilac Court, Plymouth Village, Redlands, San Bernardino County, California, 92374, United States"
13642,"12878, Douglas Street, Yucaipa, San Bernardino County, California, 92399, United States"
13643,"36398, Canyon Terrace Drive, Yucaipa, San Bernardino County, California, 92399, United States"
13658,"San Bernardino County, California, United States"
13659,"18691, Phantom Street, Victorville, San Bernardino County, California, 92394, United States"
13670,"5617, Sandstone Road, San Bernardino County, California, 92371, United States"
13674,"Lytle Creek Road, Lytle Creek, San Bernardino County, California, United States"
13676,"28801, Radio Road, North Barstow, Barstow, San Bernardino County, California, 92311, United States"
13677,"Pueblo Drive, Barstow, San Bernardino County, California, 92311, United States"
13681,"Barstow, San Bernardino County, California, 92311, United States"
13682,"1106, East Navajo Street, Barstow, San Bernardino County, California, 92311, United States"
13683,"Desert Discovery Path, Barstow, San Bernardino County, California, 92311, United States"
13684,"Henderson Elementary School, Michael Street, Barstow, San Bernardino County, California, 92311, United States"
13685,"749, Avenue I, Barstow, San Bernardino County, California, 92311, United States"
13687,"11462, Mohawk Road, Apple Valley, San Bernardino County, California, 92308, United States"
13699,"12566, Highline Drive, Apple Valley, San Bernardino County, California, 92308, United States"
13703,"14212, Gayhead Road, Apple Valley, San Bernardino County, California, 92307, United States"
13707,"Granite Hills High School, Esaws Avenue, Apple Valley, San Bernardino County, California, 92308, United States"
13708,"Nanticoke Road, Apple Valley, San Bernardino County, California, United States"
13711,"15551, 1st Street, Victorville, San Bernardino County, California, 92395, United States"
13714,"15744, Eto Camino Road, Golden Mesa, Victorville, San Bernardino County, California, 92394, United States"
13717,"14348, Dos Palmas Road, Victorville, San Bernardino County, California, 92392, United States"
13718,"14801, Manzano Road, San Bernardino County, California, 92392, United States"
13720,"14800, Mojave Drive, Victorville, San Bernardino County, California, 92395, United States"
13736,"7600, Alston Avenue, Hesperia, San Bernardino County, California, 92345, United States"
13738,"7666, Paisley Avenue, The Mesa, Hesperia, San Bernardino County, California, 92345, United States"
13741,"15751, Muscatel Street, Hesperia, San Bernardino County, California, 92345, United States"
13743,"14735, El Centro Street, Hesperia, San Bernardino County, California, 92345, United States"
13747,"10400, 6th Avenue, Hesperia, San Bernardino County, California, 92345, United States"
13750,"10429, Wellington Drive, Victorville, San Bernardino County, California, 92392, United States"
13752,"17960, Chestnut Street, Hesperia, San Bernardino County, California, 92345, United States"
13753,"9850, Peach Avenue, Hesperia, San Bernardino County, California, 92345, United States"
13755,"35080, Berkshire Road, San Bernardino County, California, 92365, United States"
13756,"San Bernardino County, California, United States"
13757,"Aiken Mine Road, San Bernardino County, California, United States"
13758,"Power Line Road, San Bernardino County, California, United States"
13760,"San Bernardino County, California, United States"
13763,"63846, Cottonwood Drive, San Bernardino County, California, 92277, United States"
13768,"3993, Center Avenue, San Bernardino County, California, 92252, United States"
13772,"50703, Laurel Drive, San Bernardino County, California, 92256, United States"
13779,"57999, San Andreas Road, Yucca Valley, San Bernardino County, California, 92284, United States"
13780,"57898, Six House Lane, Yucca Valley, San Bernardino County, California, 92284, United States"
13781,"58801, Carlyle Drive, Yucca Valley, San Bernardino County, California, 92284, United States"
13782,"Mesa Verde Drive, San Bernardino County, California, United States"
13783,"Shoshone Valley Road, San Bernardino County, California, United States"
13785,"73433, Two Mile Road, Twentynine Palms, San Bernardino County, California, 92277, United States"
13786,"72039, Two Mile Road, Twentynine Palms, San Bernardino County, California, 92277, United States"
13787,"5769, Lear Avenue, Twentynine Palms, San Bernardino County, California, 92277, United States"
13788,"Baseline Road, Twentynine Palms, San Bernardino County, California, United States"
13789,"75262, Mesa Drive, Twentynine Palms, San Bernardino County, California, 92277, United States"
13792,"Baseline Road, Twentynine Palms, San Bernardino County, California, United States"
13797,"Needles Freeway, Needles, San Bernardino County, California, 92363, United States"
13798,"McDonald's, 3rd Street, Needles, San Bernardino County, California, 92363, United States"
13799,"1340, Larchwood Street, Needles, San Bernardino County, California, 92363, United States"
13803,"Cottonwood Drive, Crestline, San Bernardino County, California, 92325, United States"
13804,"Scenic Drive, Skyland, Crestline, San Bernardino County, California, 92325, United States"
13806,"806, Arth Drive, Crestline, San Bernardino County, California, 92407, United States"
13807,"24328, Great View Drive, Arrowhead Highlands, Crestline, San Bernardino County, California, 92407, United States"
13812,"1638, Krause Lane, San Bernardino County, California, 92345, United States"
13818,"33619, Falling Leaf Drive, Green Valley Lake, San Bernardino County, California, 92314, United States"
13819,"Allison Rch Road, Running Springs, San Bernardino County, California, 92382, United States"
13820,"Running Springs, San Bernardino County, California, 92382, United States"
13821,"2304, Rim of the World Drive, Running Springs, San Bernardino County, California, 92352, United States"
13822,"Parkland Drive, Running Springs, San Bernardino County, California, 92382, United States"
13823,"Green Valley Lake Road, Green Valley Lake, Running Springs, San Bernardino County, California, 92382, United States"
13825,"Old City Creek Road/ Forest Road 1N09, San Bernardino County, California, 92382, United States"
13833,"Bear Mountain Golf Course, Fern Avenue, Big Bear Lake, San Bernardino County, California, 92314, United States"
13845,"San Bernardino County, California, United States"
13850,"San Bernardino County, California, United States"
13851,"San Bernardino County, California, United States"
13853,"Silver Mountain Road, San Bernardino County, California, 92368, United States"
13854,"27573, Panamint Road, Barstow, San Bernardino County, California, 92311, United States"
13855,"Barstow, San Bernardino County, California, United States"
13856,"Ivy Avenue, San Bernardino County, California, United States"
13857,"37976, Hinkley Road, San Bernardino County, California, 92347, United States"
13858,"Fairview Road, San Bernardino County, California, United States"
13859,"San Bernardino County, California, United States"
13860,"San Bernardino County, California, United States"
13861,"Riverside Drive, Barstow, San Bernardino County, California, 92311, United States"
13862,"Barstow, San Bernardino County, California, United States"
13863,"Pipeline Road, Desert View Housing Area, Barstow, San Bernardino County, California, 92311, United States"
13864,"1276, Oasis Drive, Barstow, San Bernardino County, California, 92311, United States"
13865,"Barstow Community College, Pipeline Road, Desert View Housing Area, Barstow, San Bernardino County, California, 92311, United States"
13866,"San Bernardino County, California, United States"
14064,"234, Charise Court, Skyline, San Diego County, California, 91977, United States"
14065,"234, Charise Court, Skyline, San Diego County, California, 91977, United States"
14075,"1990, Altamont Circle, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14084,"2873, Rhoades Road, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14092,"7017, Beckington Lane, South Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14093,"7017, Beckington Lane, South Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14097,"7017, Beckington Lane, South Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14109,"Ocean View Boulevard & Elizabeth Street, Ocean View Boulevard, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
14190,"441, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
14299,"1645, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
14384,"9918, Via Pasar, Little India, San Diego, San Diego County, California, 92126, United States"
14488,"Riverwalk Golf Club, Friars Road, Old Town, San Diego, San Diego County, California, 92110, United States"
14520,"Ruffin Trail, Serra Mesa, San Diego, San Diego County, California, 92123, United States"
14528,"Stadium, Stadium Plaza, San Diego, San Diego County, California, 92108-3803, United States"
14533,"3578, Kelsey Street, San Diego, San Diego County, California, 92124, United States"
14534,"10122, Truett Lane, Grantville, San Diego, San Diego County, California, 92124, United States"
14544,"Mission Gorge Road, Santee, San Diego County, California, 92119, United States"
14551,"Friars Road, Grantville, San Diego, San Diego County, California, 92108-3803, United States"
14553,"3940, Camino del Rio North, Grantville, San Diego, San Diego County, California, 92108, United States"
14583,"8755, Lake Ashmere Drive, San Diego, San Diego County, California, 92119, United States"
14607,"919, Piccard Avenue, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
14608,"3901, Marzo Street, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
14625,"923, Harwood Street, South San Diego, San Diego, San Diego County, California, 92154, United States"
14626,"923, Harwood Street, South San Diego, San Diego, San Diego County, California, 92154, United States"
14641,"2034, Ilex Avenue, Nestor, San Diego, San Diego County, California, 92154, United States"
14663,"Silver Strand State Beach, Coronado Bay Road, Crown Island, Coronado, San Diego County, California, 92010-1407, United States"
14664,"Glorietta Boulevard, Coronado, San Diego County, California, 92118, United States"
14680,"1305, Wilson Avenue, National City, San Diego County, California, 91950, United States"
14728,"510, Broadway, Chula Vista, San Diego County, California, 91910, United States"
14778,"1450, Laurel Avenue, Chula Vista, San Diego County, California, 91911, United States"
14779,"1580, Mendocino Drive, Chula Vista, San Diego County, California, 91911, United States"
14784,"San Miguel Road, San Diego County, California, 91913, United States"
14810,"11901, Singer Lane, Jamacha Junction, San Diego County, California, 91978, United States"
14821,"9208, Edgewood Drive, Mount Helix, La Mesa, San Diego County, California, 91941, United States"
14833,"9220, Camino Lago Vista, San Diego County, California, 91977, United States"
14835,"9672, Osage Street, La Presa, San Diego County, California, 91977, United States"
14845,"8360, Bowen Road, Lemon Grove, San Diego County, California, 91945, United States"
14961,"9015, Inverness Road, Santee, San Diego County, California, 92071, United States"
14969,"9604, Saint Andrews Drive, Santee, San Diego County, California, 92071, United States"
14970,"9210, Stoyer Drive, Carlton Hills, Santee, San Diego County, California, 92071, United States"
15009,"Casa Real Poway, Poway, San Diego County, California, 92128, United States"
15032,"17471, Caminito Canasto, San Diego, San Diego County, California, 92127, United States"
15065,"9516, Hiker Hill Road, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
15308,"3554, Sky Haven Lane, Oceanside, San Diego County, California, 92056, United States"
15311,"5200, El Camino Real, Calavera, Carlsbad, San Diego County, California, 92008, United States"
15442,"San Diego County, California, United States"
15444,"South Indian Canyon Road, San Diego County, California, United States"
15632,"Hotel Isabel, Mission Street, West SoMa, San Francisco, San Francisco City and County, San Francisco, California, 94103, United States"
16017,"1634, Jerrold Avenue, Bayview District, San Francisco, San Francisco City and County, San Francisco, California, 94124, United States"
16027,"Crosstown Freeway, Stockton, San Joaquin County, California, 95203, United States"
16028,"Crosstown Freeway, Stockton, San Joaquin County, California, 95202, United States"
16035,"845, North Lincoln Street, Stockton, San Joaquin County, California, 95202, United States"
16038,"1221, Acacia Street, Stockton, San Joaquin County, California, 95203, United States"
16042,"505, South Wilson Way, Mormon, Stockton, San Joaquin County, California, 95202, United States"
16043,"1898, Airport Way, Stockton, San Joaquin County, California, 95206, United States"
16049,"South Fresno Avenue, Stockton, San Joaquin County, California, 95203, United States"
16051,"1050, South Stockton Street, Stockton, San Joaquin County, California, 95206, United States"
16052,"798, Port Road 21, Stockton, San Joaquin County, California, 95203, United States"
16054,"1829, West Rose Street, Stockton, San Joaquin County, California, 95203, United States"
16057,"2958, Canal Drive, Stockton, San Joaquin County, California, 95204, United States"
16059,"1829, West Rose Street, Stockton, San Joaquin County, California, 95203, United States"
16060,"2745, Alpine Avenue, Country Club, Stockton, San Joaquin County, California, 95207, United States"
16062,"3333, Princeton Avenue, Country Club, Stockton, San Joaquin County, California, 95207, United States"
16066,"3944, Crawford Court, Stockton, San Joaquin County, California, 95207, United States"
16067,"2091, West Monterey Avenue, Stockton, San Joaquin County, California, 95204, United States"
16068,"2606, Grange Avenue, Stockton, San Joaquin County, California, 95204, United States"
16071,"2091, West Monterey Avenue, Stockton, San Joaquin County, California, 95204, United States"
16074,"231, Bedford Road, Stockton, San Joaquin County, California, 95204, United States"
16077,"Stockton Rural Cemetery, East Pine Street, El Pinal, Stockton, San Joaquin County, California, 95202, United States"
16080,"34, Alpine Avenue, Stockton, San Joaquin County, California, 95204, United States"
16082,"4119, Coronado Avenue, El Pinal, Stockton, San Joaquin County, California, 95205, United States"
16086,"1956, Mighty Oak Drive, Akers, Stockton, San Joaquin County, California, 95205, United States"
16087,"1971, Sunset Avenue, August, Stockton, San Joaquin County, California, 95205, United States"
16088,"2162, North Sanguinetti Lane, Stockton, San Joaquin County, California, 95205, United States"
16089,"2162, North Sanguinetti Lane, Stockton, San Joaquin County, California, 95205, United States"
16093,"2216, East Miner Avenue, Fair Oaks, Stockton, San Joaquin County, California, 95215, United States"
16094,"1692, East Lindsay Street, Stockton, San Joaquin County, California, 95205, United States"
16095,"1692, East Lindsay Street, Stockton, San Joaquin County, California, 95205, United States"
16098,"2425, Anita Street, Stockton, San Joaquin County, California, 95205, United States"
16100,"2216, East Miner Avenue, Fair Oaks, Stockton, San Joaquin County, California, 95215, United States"
16101,"2425, Anita Street, Stockton, San Joaquin County, California, 95205, United States"
16104,"1098, South Filbert Street, Fair Oaks, Stockton, San Joaquin County, California, 95205, United States"
16106,"2160, East Taylor Street, Fair Oaks, Stockton, San Joaquin County, California, 95205, United States"
16108,"2216, East Miner Avenue, Fair Oaks, Stockton, San Joaquin County, California, 95215, United States"
16109,"2853, East Lafayette Street, Fair Oaks, Stockton, San Joaquin County, California, 95205, United States"
16112,"3490, Guernsey Avenue, San Joaquin County, California, 95205, United States"
16116,"1851, Pock Lane, Stockton, San Joaquin County, California, 95215, United States"
16117,"2783, South D Street, Stockton, San Joaquin County, California, 95206, United States"
16119,"San Joaquin County Fairgrounds, Charter Way, Mormon, Stockton, San Joaquin County, California, 95206, United States"
16120,"2254, South Union Street, Stockton, San Joaquin County, California, 95206, United States"
16121,"519, Old U.S. Route 99W, The Homestead, Stockton, San Joaquin County, California, 95206, United States"
16122,"2948, South Harris Avenue, Stockton, San Joaquin County, California, 95206, United States"
16124,"343, West 6th Street, Stockton, San Joaquin County, California, 95206, United States"
16125,"343, West 6th Street, Stockton, San Joaquin County, California, 95206, United States"
16127,"2948, South Harris Avenue, Stockton, San Joaquin County, California, 95206, United States"
16128,"2924, French Camp Turnpike, Stockton, San Joaquin County, California, 95206, United States"
16134,"308, Anteros Avenue, San Joaquin County, California, 95215, United States"
16138,"Garden Acres, San Joaquin County, California, 95215, United States"
16139,"Elmwood Elementary School, Cardinal Avenue, Garden Acres, San Joaquin County, California, 95215, United States"
16140,"Elmwood Elementary School, Cardinal Avenue, Garden Acres, San Joaquin County, California, 95215, United States"
16141,"3552, South B Street, Stockton, San Joaquin County, California, 95206, United States"
16146,"3819, Fort Donelson Drive, Stockton, San Joaquin County, California, 95219, United States"
16147,"2822, Marietta Court, Stockton, San Joaquin County, California, 95219, United States"
16152,"6751, North Pershing Avenue, Lincoln Village, Stockton, San Joaquin County, California, 95207-4115, United States"
16155,"6751, North Pershing Avenue, Lincoln Village, Stockton, San Joaquin County, California, 95207-4115, United States"
16171,"7718, Heather Drive, Stockton, San Joaquin County, California, 95207-4115, United States"
16172,"7735, North Pershing Avenue, Stockton, San Joaquin County, California, 95207-4115, United States"
16173,"8814, Agate Court, Stockton, San Joaquin County, California, 95209, United States"
16174,"1422, Woodmont Way, Stockton, San Joaquin County, California, 95209, United States"
16175,"3507, Northstar Drive, Stockton, San Joaquin County, California, 95209, United States"
16176,"2708, Summerfield Drive, Stockton, San Joaquin County, California, 95209, United States"
16178,"3507, Northstar Drive, Stockton, San Joaquin County, California, 95209, United States"
16183,"730, Ponce de Leon Avenue, Stockton, San Joaquin County, California, 95207-4115, United States"
16185,"9729, Nantucket Drive, Stockton, San Joaquin County, California, 95209, United States"
16186,"2813, Waudman Avenue, Stockton, San Joaquin County, California, 95209, United States"
16187,"8814, Agate Court, Stockton, San Joaquin County, California, 95209, United States"
16193,"3541, Creek Drive, Stockton, San Joaquin County, California, 95209, United States"
16194,"9850, Lower Sacramento Road, Stockton, San Joaquin County, California, 95209, United States"
16195,"335, Santa Anita Court, Stockton, San Joaquin County, California, 95210, United States"
16197,"Michaels, Etna Street, Stockton, San Joaquin County, California, 95207-4115, United States"
16204,"34, West Yorkshire Drive, Stockton, San Joaquin County, California, 95210, United States"
16207,"813, Cave Lane, Stockton, San Joaquin County, California, 95210, United States"
16211,"Ronald E McNair High School, Morada Lane, Stockton, San Joaquin County, California, 95210, United States"
16213,"Stockton Christian School, West Lane Frontage West Road, Stockton, San Joaquin County, California, 95210, United States"
16218,"8838, Fox Creek Drive, Monada, Stockton, San Joaquin County, California, 95212, United States"
16227,"10201, Holman Road, Tomspur, Stockton, San Joaquin County, California, 95212, United States"
16230,"5172, East Quashnick Road, San Joaquin County, California, 95212, United States"
16241,"Beyer Lane, San Joaquin County, California, 95215, United States"
16243,"New Water Road, Water District, San Joaquin County, California, 95215, United States"
16249,"4281, Brown Lane, San Joaquin County, California, 95215, United States"
16252,"4401, Old U.S. Route 99E, Stockton, San Joaquin County, California, 95215, United States"
16253,"1749, South Walker Lane, San Joaquin County, California, 95215, United States"
16261,"Manthey Road, San Joaquin County, California, 95231, United States"
16271,"Devries Road, San Joaquin County, California, 95242, United States"
16288,"484, Olive Court, Lodi, San Joaquin County, California, 95240, United States"
16301,"1126, Heidelberg Way, Lodi, San Joaquin County, California, 95242, United States"
16312,"East Lodi Avenue, Pearson, Lodi, San Joaquin County, California, 95240, United States"
16344,"Ripon Elementary School, West Main Street, Ripon, San Joaquin County, California, 95366, United States"
16367,"234, Charles Avenue, Manteca, San Joaquin County, California, 95336, United States"
16372,"958, Desio Lane, Manteca, San Joaquin County, California, 95336, United States"
16382,"998, Saint Cyr Court, Manteca, San Joaquin County, California, 95337, United States"
16390,"896, Sapphire Court, Manteca, San Joaquin County, California, 95336, United States"
16391,"Neil Hafley Elementary School, Trailwood Avenue, Manteca, San Joaquin County, California, 95336, United States"
16412,"Tracy High School, East 12th Street, Wainwright Village, Tracy, San Joaquin County, California, 95376, United States"
16415,"1904, Deborah Street, Tracy, San Joaquin County, California, 95376, United States"
16513,"Range Road, San Luis Obispo County, California, 93406, United States"
16571,"San Luis Obispo County, California, United States"
16624,"123, Seashore Drive, Franciscan Mobile Home Park, Daly City, San Mateo County, California, 94014, United States"
16668,"Milagra Road, Sharp Park, Pacifica, San Mateo County, California, 94044, United States"
17146,"Santa Barbara County, California, United States"
17164,"Numancia Street, Santa Ynez, Santa Barbara County, California, 93460, United States"
17226,"1001, Hermosa Drive, North Santa Maria, Santa Maria, Santa Barbara County, California, 93458, United States"
17247,"New Beach Road, Santa Barbara County, California, United States"
17294,"Isla Vista, Santa Barbara County, California, 93117-4620, United States"
17528,"598, Merlin Lane, Seven Trees, San Jose, Santa Clara County, California, 95111, United States"
17696,"737, Ames Avenue, Milpitas, Santa Clara County, California, 95035, United States"
17704,"Spreckles Avenue, Alviso, San Jose, Santa Clara County, California, 95002, United States"
17710,"Plaza del Rey Mobile Home Park, West Tasman Drive, Sunnyvale, Santa Clara County, California, 94089-2701, United States"
17713,"7th Street, El Dorado Mobile Home Park, Sunnyvale, Santa Clara County, California, 94089, United States"
17719,"3299, Bassett Street, Santa Clara, Santa Clara County, California, 95054, United States"
17720,"Cypress Semiconductor Corporation, 198, Champion Court, San Jose, Santa Clara County, California, 95134, United States"
17721,"4125, Zanker Road, San Jose, Santa Clara County, California, 95134, United States"
17722,"Broadcom Building (260/#4), Montague Expressway, San Jose, Santa Clara County, California, 95134, United States"
18038,"126, Holly Court, Whisman Station, Mountain View, Santa Clara County, California, 94043, United States"
18259,"5611, Blossom Avenue, San Jose, Santa Clara County, California, 95123, United States"
18323,"San Jose, Santa Clara County, California, United States"
18326,"363, Summit Canyon Drive, Summit, Santa Cruz County, California, 95033, United States"
18523,"East Cypress Avenue, Redding, Shasta County, California, 96002, United States"
18526,"436, Rivella Vista Drive, Redding, Shasta County, California, 96001, United States"
18527,"Weaver Lumber, North Bonnyview Road, Wilsey Subdivision, Redding, Shasta County, California, 96002, United States"
18528,"Redding, Shasta County, California, 96002, United States"
18530,"Mesa Street, Redding, Shasta County, California, 96001, United States"
18534,"16515, Keswick Dam Road, Shasta County, California, 96001, United States"
18536,"3653, Wasatch Avenue, Redding, Shasta County, California, 96001, United States"
18546,"Lema Ranch, Shasta View Drive, Redding, Shasta County, California, 960032, United States"
18552,"16266, Montgomery Ranch Road, Centerville, Shasta County, California, 96001, United States"
18553,"3084, Sunglow Drive, Redding, Shasta County, California, 96001, United States"
18556,"1838, Paso Court, Westwood Manor, Redding, Shasta County, California, 96001, United States"
18558,"2985, Brookside Drive, Redding, Shasta County, California, 96001, United States"
18565,"2296, Jessica Way, Redding, Shasta County, California, 96002, United States"
18566,"2715, Goodwater Avenue, Redding, Shasta County, California, 96002, United States"
18567,"Preserve Boulevard, Clover Creek Village, Redding, Shasta County, California, 960032, United States"
18578,"1798, Washington Avenue, Shasta Lake, Shasta County, California, 96019, United States"
18579,"2396, Walton Avenue, Shasta Lake, Shasta County, California, 96019, United States"
18584,"Roscoe Road, Shasta County, California, 96008, United States"
18589,"Foothill Highschool, Deschutes Road, Palo Cedro, Shasta County, California, 96073, United States"
18590,"21778, Los Altos Drive, Shasta County, California, 96073, United States"
18592,"1643, Diamond Street, Anderson, Shasta County, California, 96007, United States"
18594,"Walmart Supercenter, 5000, Rhonda Road, Anderson, Shasta County, California, 96007, United States"
18596,"Cascade Wonderland Highway, Anderson, Shasta County, California, 96007, United States"
18599,"1951, Pleasant View Drive, Shasta County, California, 96007, United States"
18607,"Shasta County, California, United States"
